system:index,tmmx
0,"{histogram=[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.996078431372549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6627450980392157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.49019607843137253, 0, 0, 0.8470588235294118, 0, 0, 0.6078431372549019, 0, 0, 0.9333333333333333, 0, 0, 0, 0.403921568627451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.011764705882352941, 0, 0, 0, 0, 0, 0, 0, 0, 0.3411764705882353, 0, 0, 0, 0.03137254901960784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0196078431372549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06274509803921569], bucketMeans=[11, 11.046875, 11.078125, 11.109375, 11.140625, 11.171875, 11.203125, 11.234375, 11.265625, 11.296875, 11.328125, 11.359375, 11.390625, 11.421875, 11.453125, 11.484375, 11.515625, 11.546875, 11.578125, 11.600000000000001, 11.640625, 11.671875, 11.703125, 11.734375, 11.765625, 11.796875, 11.828125, 11.859375, 11.890625, 11.921875, 11.953125, 11.984375, 12.015625, 12.046875, 12.078125, 12.109375, 12.140625, 12.171875, 12.203125, 12.234375, 12.265625, 12.296875, 12.328125, 12.359375, 12.390625, 12.421875, 12.453125, 12.484375, 12.515625, 12.546875, 12.578125, 12.609375, 12.640625, 12.671875, 12.700000000000001, 12.734375, 12.765625, 12.796875, 12.828125, 12.859375, 12.890625, 12.921875, 12.953125, 12.984375, 13.015625, 13.046875, 13.078125, 13.109375, 13.140625, 13.171875, 13.203125, 13.234375, 13.265625, 13.296875, 13.328125, 13.359375, 13.390625, 13.421875, 13.453125, 13.484375, 13.515625, 13.546875, 13.578125, 13.609375, 13.640625, 13.671875, 13.703125, 13.734375, 13.765625, 13.796875, 13.828125, 13.859375, 13.890625, 13.921875, 13.953125, 13.984375, 14, 14.046875, 14.078125, 14.109375, 14.140625, 14.171875, 14.203125, 14.234375, 14.265625, 14.296875, 14.328125, 14.359375, 14.390625, 14.421875, 14.453125, 14.484375, 14.515625, 14.546875, 14.578125, 14.609375, 14.640625, 14.671875, 14.700000000000001, 14.734375, 14.765625, 14.796875, 14.828125, 14.859375, 14.890625, 14.921875, 14.953125, 14.984375, 15.015625, 15.046875, 15.078125, 15.100000000000001, 15.140625, 15.171875, 15.200000000000003, 15.234375, 15.265625, 15.299999999999999, 15.328125, 15.359375, 15.400000000000002, 15.421875, 15.453125, 15.484375, 15.5, 15.546875, 15.578125, 15.609375, 15.640625, 15.671875, 15.703125, 15.734375, 15.765625, 15.796875, 15.828125, 15.859375, 15.890625, 15.921875, 15.953125, 15.984375, 16.015625, 16.046875, 16.078125, 16.109375, 16.140625, 16.171875, 16.203125, 16.234375, 16.265625, 16.296875, 16.328125, 16.359375, 16.390625, 16.421875, 16.453125, 16.484375, 16.515625, 16.546875, 16.578125, 16.6, 16.640625, 16.671875, 16.703125, 16.734375, 16.765625, 16.796875, 16.828125, 16.859375, 16.900000000000002, 16.921875, 16.953125, 16.984375, 17, 17.046875, 17.078125, 17.109375, 17.140625, 17.171875, 17.203125, 17.234375, 17.265625, 17.296875, 17.328125, 17.359375, 17.390625, 17.421875, 17.453125, 17.484375, 17.515625, 17.546875, 17.578125, 17.609375, 17.640625, 17.671875, 17.703125, 17.734375, 17.765625, 17.8, 17.828125, 17.859375, 17.890625, 17.921875, 17.953125, 17.984375, 18.015625, 18.046875, 18.078125, 18.109375, 18.140625, 18.171875, 18.203125, 18.234375, 18.265625, 18.296875, 18.328125, 18.359375, 18.390625, 18.421875, 18.453125, 18.484375, 18.515625, 18.546875, 18.578125, 18.609375, 18.640625, 18.671875, 18.7], bucketMin=11, bucketWidth=0.03125}"
